Scaffold_1	0	5074	0.635593220338983
Scaffold_2	0	2168	0.755535055350554
Scaffold_3	0	55705	0.311372408221883
Scaffold_4	0	30870	0.0875607385811467
Scaffold_5	0	21610	0.623322535863026
Scaffold_6	0	86510	0.657727430354872
Scaffold_7	0	26298	0.544642178112404
Scaffold_8	0	4676	0.539777587681779
Scaffold_9	0	5062	0.689055709205847
Scaffold_10	0	6713	0.67466110531804
Scaffold_11	0	96783	0.235392579275286
Scaffold_12	0	64062	0.541678374075115
Scaffold_13	0	16430	0.716372489348752
Scaffold_14	0	9828	0.725681725681726
Scaffold_15	0	21198	0.652278516841211
Scaffold_16	0	58806	0.478692650409822
Scaffold_17	0	9202	0.682351662682026
Scaffold_18	0	12002	0.555574070988169
Scaffold_19	0	8144	0.661222986247544
Scaffold_20	0	26505	0.491944916053575
Scaffold_21	0	4486	0.703744984395898
Scaffold_22	0	21778	0.570667646248508
Scaffold_23	0	31297	0.703134485733457
Scaffold_24	0	33604	0.373021068920367
Scaffold_25	0	13160	0.622340425531915
Scaffold_26	0	789	0.849176172370089
Scaffold_27	0	4922	0.728362454286875
Scaffold_28	0	15103	0.738197709064424
Scaffold_29	0	30690	0.65167807103291
Scaffold_30	0	5462	0.666788722079824
Scaffold_31	0	8032	0.53324203187251
Scaffold_32	0	101736	0.560696312023276
Scaffold_33	0	4356	0.701101928374656
Scaffold_34	0	9461	0.602473311489272
Scaffold_35	0	14082	0.65977844056242
Scaffold_36	0	23725	0.682781875658588
Scaffold_37	0	4577	0.676644090015294
Scaffold_38	0	41307	0.220688987338708
Scaffold_39	0	44957	0.242320439531107
Scaffold_40	0	5132	0.46219797349961
Scaffold_41	0	57267	0.491714250790158
Scaffold_42	0	50790	0.231521953140382
Scaffold_43	0	4652	0.609200343938091
Scaffold_44	0	87757	0.0916849937896692
Scaffold_45	0	27010	0.306479081821548
Scaffold_46	0	45617	0.156389065479975
Scaffold_47	0	42177	0.184840078715888
Scaffold_48	0	8758	0.421329070564056
Scaffold_49	0	93012	0.404958499978497
Scaffold_50	0	10550	0.721232227488152
Scaffold_51	0	64437	0.300370904914878
Scaffold_52	0	61041	0.579299159581265
Scaffold_53	0	67489	0.158662893212227
Scaffold_54	0	36742	0.354117903217027
Scaffold_55	0	5945	0.706307821698907
Scaffold_56	0	12437	0.492401704591139
Scaffold_57	0	2594	0.720894371626831
Scaffold_58	0	24851	0.411210816466138
Scaffold_59	0	123077	0.131113043054348
Scaffold_60	0	44843	0.130923444015788
Scaffold_61	0	20449	0.377671279769182
Scaffold_62	0	2836	0.686530324400564
Scaffold_63	0	59404	0.24550535317487
Scaffold_64	0	17594	0.253722860065932
Scaffold_65	0	20491	0.454345810355766
Scaffold_66	0	29375	0.297157446808511
Scaffold_67	0	69376	0.315627882841328
Scaffold_68	0	47717	0.0769537062262925
Scaffold_69	0	51393	0.0624598680754188
Scaffold_70	0	12954	0.385903967886367
Scaffold_71	0	2023	0.789915966386555
Scaffold_72	0	16590	0.510910186859554
Scaffold_73	0	2966	0.721173297370196
Scaffold_74	0	18892	0.593902180817277
Scaffold_75	0	27817	0.638530395082144
Scaffold_76	0	19693	0.496166150408775
Scaffold_77	0	16653	0.22890770431754
Scaffold_78	0	4945	0.745399393326593
Scaffold_79	0	23383	0.31381773083009
Scaffold_80	0	25397	0.257471354884435
Scaffold_81	0	16121	0.499410706531853
Scaffold_82	0	75294	0.153929928015513
Scaffold_83	0	7685	0.656603773584906
Scaffold_84	0	21250	0.343952941176471
Scaffold_85	0	17696	0.62002712477396
Scaffold_86	0	35082	0.413089333561371
Scaffold_87	0	16083	0.344027855499596
Scaffold_88	0	34939	0.448381464838719
Scaffold_89	0	21336	0.188085864266967
Scaffold_90	0	32562	0.476045697438732
Scaffold_91	0	14675	0.246814310051107
